#,Class,x [um],y [um]
1152,3,495.976,412.142
1153,3,498.988,426.198
1154,3,453.808,470.876
1155,3,450.796,458.326
1156,3,438.748,491.458
1157,3,420.174,465.856
1158,3,377.504,444.270
1159,3,309.734,483.928
1160,3,309.734,492.462
1161,3,301.200,360.436
1162,3,291.662,383.026
1163,3,284.132,363.448
1164,3,372.986,484.932
1165,3,383.026,494.470
1166,3,362.946,499.992
1167,3,443.266,455.816
1168,3,444.270,436.238
1169,3,439.752,387.544
1170,3,387.544,341.862
1171,3,368.970,320.276
1172,3,320.276,464.852
1173,3,448.286,471.880
1174,3,416.158,271.080
1175,3,289.654,329.312
1176,3,322.786,292.666
1177,3,309.734,322.786
1178,3,259.534,434.230
1179,3,250.498,467.864
1180,3,287.144,470.374
1181,3,282.626,442.764
1182,3,280.116,401.098
1183,3,268.570,292.164
1184,3,301.200,321.782
1185,3,238.952,368.970
1186,3,270.076,335.336
1187,3,279.112,320.276
1188,3,261.040,371.982
1189,3,263.048,400.596
1190,3,248.490,417.162
1191,3,276.100,374.492
1192,3,263.550,360.938
1193,3,258.028,421.680
1194,3,270.578,421.680
1195,3,271.582,410.134
1196,3,237.446,429.210
1197,3,230.920,417.162
1198,3,218.872,440.756
1199,3,227.406,475.896
1200,3,231.924,488.948
1201,3,243.470,457.824
1202,3,237.446,478.908
1203,3,249.996,483.928
1204,3,250.498,496.478
1205,3,260.036,462.844
1206,3,258.028,480.414
1207,3,271.080,466.860
1208,3,270.076,485.434
1209,3,259.032,452.804
1210,3,277.104,431.720
1211,3,268.068,429.712
1212,3,275.598,388.046
1213,3,255.016,409.632
1214,3,229.916,445.776
1215,3,274.594,449.792
1216,3,265.558,442.262
1217,3,264.052,495.976
1218,3,287.646,495.474
1219,3,277.104,494.972
1220,3,202.808,493.466
1221,3,293.670,348.890
1222,3,293.670,374.994
1223,3,257.024,383.528
1224,3,255.518,358.930
1225,3,239.454,390.054
1226,3,249.996,397.082
1227,3,279.112,418.668
1228,3,216.362,454.812
1229,3,282.124,336.340
1230,3,243.470,439.250
1231,3,251.000,447.282
1232,3,222.386,487.442
1233,3,227.406,431.720
1234,3,402.604,69.276
1235,3,392.564,67.770
1236,3,347.886,150.098
1237,3,296.682,139.556
1238,3,295.176,147.588
1239,3,316.260,142.568
1240,3,439.752,103.412
1241,3,391.560,78.312
1242,3,355.416,142.066
1243,3,381.520,158.130
